location_id,location_name,year_id,indicator_name,measure,val,lower,upper
25,Micronesia (Federated States of),2019,UHC effective coverage index,Index value (0 to 100),34.4743,31.0615,39.7736
26,Papua New Guinea,1990,UHC effective coverage index,Index value (0 to 100),35.6263,31.5678,39.738
26,Papua New Guinea,2010,UHC effective coverage index,Index value (0 to 100),33.055,27.8406,38.0734
26,Papua New Guinea,2019,UHC effective coverage index,Index value (0 to 100),37.7673,30.2336,45.334
27,Samoa,1990,UHC effective coverage index,Index value (0 to 100),39.4579,35.1129,43.4035
27,Samoa,2010,UHC effective coverage index,Index value (0 to 100),43.4226,39.2638,47.2101
27,Samoa,2019,UHC effective coverage index,Index value (0 to 100),49.7959,44.4199,54.9901
28,Solomon Islands,1990,UHC effective coverage index,Index value (0 to 100),25.379,22.3543,28.8135
28,Solomon Islands,2010,UHC effective coverage index,Index value (0 to 100),33.1193,30.7797,35.5605
28,Solomon Islands,2019,UHC effective coverage index,Index value (0 to 100),39.3331,36.957,41.822
29,Tonga,1990,UHC effective coverage index,Index value (0 to 100),54.0179,50.9252,57.5342
29,Tonga,2010,UHC effective coverage index,Index value (0 to 100),51.6676,47.8968,55.4066
29,Tonga,2019,UHC effective coverage index,Index value (0 to 100),52.4167,47.6381,56.7628
30,Vanuatu,1990,UHC effective coverage index,Index value (0 to 100),33.2815,28.2578,39.0419
30,Vanuatu,2010,UHC effective coverage index,Index value (0 to 100),33.6506,29.3999,37.9143
30,Vanuatu,2019,UHC effective coverage index,Index value (0 to 100),34.0835,29.2481,39.686
33,Armenia,1990,UHC effective coverage index,Index value (0 to 100),46.9354,44.7679,49.0709
33,Armenia,2010,UHC effective coverage index,Index value (0 to 100),55.655,54.0012,57.2379
33,Armenia,2019,UHC effective coverage index,Index value (0 to 100),62.4351,59.4582,65.6422
34,Azerbaijan,1990,UHC effective coverage index,Index value (0 to 100),31.9333,29.2487,34.6438
34,Azerbaijan,2010,UHC effective coverage index,Index value (0 to 100),40.3246,38.2693,42.5193
34,Azerbaijan,2019,UHC effective coverage index,Index value (0 to 100),48.1814,44.88,51.5487
35,Georgia,1990,UHC effective coverage index,Index value (0 to 100),43.7193,41.7782,45.9113
35,Georgia,2010,UHC effective coverage index,Index value (0 to 100),53.2238,50.5718,55.8664
35,Georgia,2019,UHC effective coverage index,Index value (0 to 100),55.9534,52.8129,59.622
36,Kazakhstan,1990,UHC effective coverage index,Index value (0 to 100),44.7894,42.4215,47.0989
36,Kazakhstan,2010,UHC effective coverage index,Index value (0 to 100),49.9789,47.5999,51.952
36,Kazakhstan,2019,UHC effective coverage index,Index value (0 to 100),59.2368,56.2288,62.1176
37,Kyrgyzstan,1990,UHC effective coverage index,Index value (0 to 100),34.996,32.3241,37.9902
37,Kyrgyzstan,2010,UHC effective coverage index,Index value (0 to 100),42.8044,40.629,45.0201
37,Kyrgyzstan,2019,UHC effective coverage index,Index value (0 to 100),52.9515,49.8763,56.0878
38,Mongolia,1990,UHC effective coverage index,Index value (0 to 100),27.3846,22.6348,31.5345
38,Mongolia,2010,UHC effective coverage index,Index value (0 to 100),42.2569,38.5893,45.908
38,Mongolia,2019,UHC effective coverage index,Index value (0 to 100),47.907,44.1587,51.7389
39,Tajikistan,1990,UHC effective coverage index,Index value (0 to 100),41.6684,38.9117,44.5036
39,Tajikistan,2010,UHC effective coverage index,Index value (0 to 100),40.4313,37.3915,43.7746
39,Tajikistan,2019,UHC effective coverage index,Index value (0 to 100),47.8775,44.744,50.979
40,Turkmenistan,1990,UHC effective coverage index,Index value (0 to 100),31.8494,29.7163,34.4315
40,Turkmenistan,2010,UHC effective coverage index,Index value (0 to 100),38.9359,34.955,41.9815
40,Turkmenistan,2019,UHC effective coverage index,Index value (0 to 100),44.0134,39.9207,47.9353
41,Uzbekistan,1990,UHC effective coverage index,Index value (0 to 100),38.001,35.401,40.3934
41,Uzbekistan,2010,UHC effective coverage index,Index value (0 to 100),35.6873,32.7655,38.4256
41,Uzbekistan,2019,UHC effective coverage index,Index value (0 to 100),42.1848,39.2446,45.0611
43,Albania,1990,UHC effective coverage index,Index value (0 to 100),54.4815,52.5897,56.2483
43,Albania,2010,UHC effective coverage index,Index value (0 to 100),68.4248,65.8276,71.0537
43,Albania,2019,UHC effective coverage index,Index value (0 to 100),69.6255,64.4622,74.5344
44,Bosnia and Herzegovina,1990,UHC effective coverage index,Index value (0 to 100),54.1808,52.0809,56.0977
44,Bosnia and Herzegovina,2010,UHC effective coverage index,Index value (0 to 100),61.5856,59.7334,63.3391
44,Bosnia and Herzegovina,2019,UHC effective coverage index,Index value (0 to 100),64.1839,59.2529,68.7206
45,Bulgaria,1990,UHC effective coverage index,Index value (0 to 100),52.438,50.6665,54.2671
45,Bulgaria,2010,UHC effective coverage index,Index value (0 to 100),56.2528,54.4264,57.9768
45,Bulgaria,2019,UHC effective coverage index,Index value (0 to 100),62.5567,57.9817,67.063
46,Croatia,1990,UHC effective coverage index,Index value (0 to 100),60.9658,59.2648,62.7097
46,Croatia,2010,UHC effective coverage index,Index value (0 to 100),73.1824,71.5878,74.6409
46,Croatia,2019,UHC effective coverage index,Index value (0 to 100),78.9352,73.9952,83.2669
47,Czechia,1990,UHC effective coverage index,Index value (0 to 100),55.8796,54.3694,57.4385
47,Czechia,2010,UHC effective coverage index,Index value (0 to 100),77.6401,76.2529,78.9758
47,Czechia,2019,UHC effective coverage index,Index value (0 to 100),81.944,77.5684,85.8689
48,Hungary,1990,UHC effective coverage index,Index value (0 to 100),53.7549,52.0342,55.4347
48,Hungary,2010,UHC effective coverage index,Index value (0 to 100),67.1244,65.5623,68.5902
48,Hungary,2019,UHC effective coverage index,Index value (0 to 100),72.0281,67.4893,76.3444
49,North Macedonia,1990,UHC effective coverage index,Index value (0 to 100),49.5467,47.2843,51.6608
49,North Macedonia,2010,UHC effective coverage index,Index value (0 to 100),55.7285,53.9317,57.3986
49,North Macedonia,2019,UHC effective coverage index,Index value (0 to 100),60.7461,55.8878,65.3668
50,Montenegro,1990,UHC effective coverage index,Index value (0 to 100),63.3094,61.373,65.205
50,Montenegro,2010,UHC effective coverage index,Index value (0 to 100),63.5088,61.9277,65.0848
50,Montenegro,2019,UHC effective coverage index,Index value (0 to 100),65.9585,62.4887,69.3964
51,Poland,1990,UHC effective coverage index,Index value (0 to 100),49.8437,48.22,51.4611
51,Poland,2010,UHC effective coverage index,Index value (0 to 100),68.2655,66.7732,69.6447
51,Poland,2019,UHC effective coverage index,Index value (0 to 100),72.6564,64.2798,80.4586
52,Romania,1990,UHC effective coverage index,Index value (0 to 100),50.074,48.1087,51.968
52,Romania,2010,UHC effective coverage index,Index value (0 to 100),62.5069,60.8454,63.9945
52,Romania,2019,UHC effective coverage index,Index value (0 to 100),69.5851,66.3364,72.7367
53,Serbia,1990,UHC effective coverage index,Index value (0 to 100),49.1238,47.1397,51.0352
53,Serbia,2010,UHC effective coverage index,Index value (0 to 100),56.951,55.2799,58.605
53,Serbia,2019,UHC effective coverage index,Index value (0 to 100),63.3494,58.6123,67.9306
54,Slovakia,1990,UHC effective coverage index,Index value (0 to 100),56.2282,54.6359,57.8219
54,Slovakia,2010,UHC effective coverage index,Index value (0 to 100),72.3519,71.049,73.8119
54,Slovakia,2019,UHC effective coverage index,Index value (0 to 100),77.9829,73.1565,82.4615
55,Slovenia,1990,UHC effective coverage index,Index value (0 to 100),67.0471,62.3437,71.4312
55,Slovenia,2010,UHC effective coverage index,Index value (0 to 100),84.9069,83.3796,86.2639
55,Slovenia,2019,UHC effective coverage index,Index value (0 to 100),89.834,85.5248,92.9968
57,Belarus,1990,UHC effective coverage index,Index value (0 to 100),57.1601,55.4713,59.2278
57,Belarus,2010,UHC effective coverage index,Index value (0 to 100),58.4852,57.2122,59.8873
57,Belarus,2019,UHC effective coverage index,Index value (0 to 100),70.4622,66.7272,73.7598
58,Estonia,1990,UHC effective coverage index,Index value (0 to 100),60.0712,58.4983,61.6788
58,Estonia,2010,UHC effective coverage index,Index value (0 to 100),74.7996,72.2253,76.6352
58,Estonia,2019,UHC effective coverage index,Index value (0 to 100),82.0393,77.5917,86.2887
59,Latvia,1990,UHC effective coverage index,Index value (0 to 100),55.4009,53.8805,56.8924
59,Latvia,2010,UHC effective coverage index,Index value (0 to 100),61.9909,60.4078,63.5553
59,Latvia,2019,UHC effective coverage index,Index value (0 to 100),69.7884,66.7645,72.6488
60,Lithuania,1990,UHC effective coverage index,Index value (0 to 100),60.5615,59.0051,62.2232
60,Lithuania,2010,UHC effective coverage index,Index value (0 to 100),65.9155,64.2865,67.5319
60,Lithuania,2019,UHC effective coverage index,Index value (0 to 100),70.3524,66.7478,73.7321
61,Republic of Moldova,1990,UHC effective coverage index,Index value (0 to 100),48.5137,46.8185,50.1837
61,Republic of Moldova,2010,UHC effective coverage index,Index value (0 to 100),48.6132,47.0775,50.1875
61,Republic of Moldova,2019,UHC effective coverage index,Index value (0 to 100),62.1936,59.3807,64.8787
62,Russian Federation,1990,UHC effective coverage index,Index value (0 to 100),54.239,52.5551,55.8559
62,Russian Federation,2010,UHC effective coverage index,Index value (0 to 100),57.6327,56.1684,59.1317
62,Russian Federation,2019,UHC effective coverage index,Index value (0 to 100),68.9736,63.1197,74.2404
63,Ukraine,1990,UHC effective coverage index,Index value (0 to 100),54.0661,52.4826,56.0089
63,Ukraine,2010,UHC effective coverage index,Index value (0 to 100),56.3956,55.0548,57.7045
63,Ukraine,2019,UHC effective coverage index,Index value (0 to 100),56.7521,48.354,64.175
66,Brunei Darussalam,1990,UHC effective coverage index,Index value (0 to 100),52.3216,49.5422,55.1733
66,Brunei Darussalam,2010,UHC effective coverage index,Index value (0 to 100),63.0737,60.8107,65.3721
66,Brunei Darussalam,2019,UHC effective coverage index,Index value (0 to 100),65.532,62.5733,67.8698
67,Japan,1990,UHC effective coverage index,Index value (0 to 100),80.8817,79.5434,82.0849
67,Japan,2010,UHC effective coverage index,Index value (0 to 100),93.6012,92.4877,94.6699
67,Japan,2019,UHC effective coverage index,Index value (0 to 100),96.3409,94.9604,97.3864
68,Republic of Korea,1990,UHC effective coverage index,Index value (0 to 100),59.7059,57.7528,61.41
68,Republic of Korea,2010,UHC effective coverage index,Index value (0 to 100),84.7252,83.146,85.9973
68,Republic of Korea,2019,UHC effective coverage index,Index value (0 to 100),89.1617,87.3134,90.4849
69,Singapore,1990,UHC effective coverage index,Index value (0 to 100),66.497,64.7067,68.185
69,Singapore,2010,UHC effective coverage index,Index value (0 to 100),89.4589,88.0957,90.7037
69,Singapore,2019,UHC effective coverage index,Index value (0 to 100),92.4397,90.0672,93.9271
71,Australia,1990,UHC effective coverage index,Index value (0 to 100),72.2048,70.8546,73.4979
71,Australia,2010,UHC effective coverage index,Index value (0 to 100),88.2585,86.8656,89.5362
71,Australia,2019,UHC effective coverage index,Index value (0 to 100),89.4234,87.3003,90.7752
72,New Zealand,1990,UHC effective coverage index,Index value (0 to 100),68.0755,66.5961,69.5428
72,New Zealand,2010,UHC effective coverage index,Index value (0 to 100),82.3291,80.9797,83.5956
72,New Zealand,2019,UHC effective coverage index,Index value (0 to 100),82.9777,80.7934,84.8902
74,Andorra,1990,UHC effective coverage index,Index value (0 to 100),80.5499,75.552,84.3085
74,Andorra,2010,UHC effective coverage index,Index value (0 to 100),90.6065,87.1694,93.308
74,Andorra,2019,UHC effective coverage index,Index value (0 to 100),91.7482,87.603,94.5202
75,Austria,1990,UHC effective coverage index,Index value (0 to 100),71.1681,69.6257,72.6392
75,Austria,2010,UHC effective coverage index,Index value (0 to 100),82.32,81.0903,83.4644
75,Austria,2019,UHC effective coverage index,Index value (0 to 100),86.3701,83.4556,88.6169
76,Belgium,1990,UHC effective coverage index,Index value (0 to 100),67.5413,65.9961,69.0449
76,Belgium,2010,UHC effective coverage index,Index value (0 to 100),83.4024,82.1251,84.8151
76,Belgium,2019,UHC effective coverage index,Index value (0 to 100),87.3014,83.8887,89.9838
77,Cyprus,1990,UHC effective coverage index,Index value (0 to 100),56.8821,54.7835,58.9292
77,Cyprus,2010,UHC effective coverage index,Index value (0 to 100),74.746,72.9931,76.4686
77,Cyprus,2019,UHC effective coverage index,Index value (0 to 100),79.6022,77.6114,81.6581
78,Denmark,1990,UHC effective coverage index,Index value (0 to 100),65.2396,63.4435,67.0855
78,Denmark,2010,UHC effective coverage index,Index value (0 to 100),80.8069,79.3247,82.332
78,Denmark,2019,UHC effective coverage index,Index value (0 to 100),84.1397,80.6195,86.7307
79,Finland,1990,UHC effective coverage index,Index value (0 to 100),71.4219,69.801,73.0142
79,Finland,2010,UHC effective coverage index,Index value (0 to 100),88.4893,87.1707,89.8362
79,Finland,2019,UHC effective coverage index,Index value (0 to 100),91.3486,88.9725,92.8691
80,France,1990,UHC effective coverage index,Index value (0 to 100),66.1577,64.492,67.8347
80,France,2010,UHC effective coverage index,Index value (0 to 100),87.9587,86.8326,89.0411
80,France,2019,UHC effective coverage index,Index value (0 to 100),90.7662,86.6005,93.6063
81,Germany,1990,UHC effective coverage index,Index value (0 to 100),66.5164,65.0835,67.9391
81,Germany,2010,UHC effective coverage index,Index value (0 to 100),83.4616,82.1261,84.6753
81,Germany,2019,UHC effective coverage index,Index value (0 to 100),86.2487,82.0951,89.1039
82,Greece,1990,UHC effective coverage index,Index value (0 to 100),66.0486,64.353,67.8004
82,Greece,2010,UHC effective coverage index,Index value (0 to 100),79.9435,78.3276,81.6128
82,Greece,2019,UHC effective coverage index,Index value (0 to 100),80.1403,76.2701,82.8698
83,Iceland,1990,UHC effective coverage index,Index value (0 to 100),78.2034,76.2561,80.2458
83,Iceland,2010,UHC effective coverage index,Index value (0 to 100),93.8569,92.4743,95.2101
83,Iceland,2019,UHC effective coverage index,Index value (0 to 100),95.3069,93.5883,96.8158
84,Ireland,1990,UHC effective coverage index,Index value (0 to 100),63.2223,61.5134,64.9678
84,Ireland,2010,UHC effective coverage index,Index value (0 to 100),86.2328,84.6942,87.5616
84,Ireland,2019,UHC effective coverage index,Index value (0 to 100),90.3459,87.2698,92.3171
85,Israel,1990,UHC effective coverage index,Index value (0 to 100),59.5062,57.8489,61.0746
85,Israel,2010,UHC effective coverage index,Index value (0 to 100),78.594,77.0881,79.9662
85,Israel,2019,UHC effective coverage index,Index value (0 to 100),81.3846,77.834,84.1224
86,Italy,1990,UHC effective coverage index,Index value (0 to 100),70.367,68.9526,71.6036
86,Italy,2010,UHC effective coverage index,Index value (0 to 100),86.8213,85.5666,88.1787
86,Italy,2019,UHC effective coverage index,Index value (0 to 100),88.895,86.2325,90.7276
87,Luxembourg,1990,UHC effective coverage index,Index value (0 to 100),66.2025,64.3151,68.0693
87,Luxembourg,2010,UHC effective coverage index,Index value (0 to 100),87.4741,85.5953,89.3492
87,Luxembourg,2019,UHC effective coverage index,Index value (0 to 100),91.4552,90.2768,92.5239
88,Malta,1990,UHC effective coverage index,Index value (0 to 100),59.9235,57.6772,62.2156
88,Malta,2010,UHC effective coverage index,Index value (0 to 100),77.4497,75.9055,79.0052
88,Malta,2019,UHC effective coverage index,Index value (0 to 100),82.8809,80.788,84.638
89,Netherlands,1990,UHC effective coverage index,Index value (0 to 100),69.7846,68.1596,71.3314
89,Netherlands,2010,UHC effective coverage index,Index value (0 to 100),87.5578,86.0715,89.0525
89,Netherlands,2019,UHC effective coverage index,Index value (0 to 100),89.5884,85.9939,91.7303
90,Norway,1990,UHC effective coverage index,Index value (0 to 100),71.9997,70.4165,73.5229
90,Norway,2010,UHC effective coverage index,Index value (0 to 100),90.1084,88.7396,91.4031
90,Norway,2019,UHC effective coverage index,Index value (0 to 100),94.2406,91.3076,96.0947
91,Portugal,1990,UHC effective coverage index,Index value (0 to 100),60.7863,59.0967,62.3784
91,Portugal,2010,UHC effective coverage index,Index value (0 to 100),79.1704,77.4897,80.7096
91,Portugal,2019,UHC effective coverage index,Index value (0 to 100),83.533,80.2915,85.783
92,Spain,1990,UHC effective coverage index,Index value (0 to 100),65.0398,63.6165,66.4443
92,Spain,2010,UHC effective coverage index,Index value (0 to 100),88.3646,87.0787,89.7195
92,Spain,2019,UHC effective coverage index,Index value (0 to 100),90.0056,87.1018,91.64
93,Sweden,1990,UHC effective coverage index,Index value (0 to 100),78.7949,77.4752,80.0192
93,Sweden,2010,UHC effective coverage index,Index value (0 to 100),88.3335,87.1438,89.413
93,Sweden,2019,UHC effective coverage index,Index value (0 to 100),90.3608,88.2905,92.1608
94,Switzerland,1990,UHC effective coverage index,Index value (0 to 100),77.1674,75.7259,78.6115
94,Switzerland,2010,UHC effective coverage index,Index value (0 to 100),90.6662,89.3594,91.8507
94,Switzerland,2019,UHC effective coverage index,Index value (0 to 100),93.4984,91.0171,95.0446
95,United Kingdom,1990,UHC effective coverage index,Index value (0 to 100),67.1573,65.9388,68.3752
95,United Kingdom,2010,UHC effective coverage index,Index value (0 to 100),86.0389,84.8867,87.1372
95,United Kingdom,2019,UHC effective coverage index,Index value (0 to 100),87.9,85.2439,89.9456
97,Argentina,1990,UHC effective coverage index,Index value (0 to 100),46.595,44.8413,48.3109
97,Argentina,2010,UHC effective coverage index,Index value (0 to 100),58.9148,57.1795,60.804
97,Argentina,2019,UHC effective coverage index,Index value (0 to 100),61.1584,55.5906,65.6893
98,Chile,1990,UHC effective coverage index,Index value (0 to 100),55.9625,54.1069,57.9444
98,Chile,2010,UHC effective coverage index,Index value (0 to 100),68.177,66.2463,69.9465
98,Chile,2019,UHC effective coverage index,Index value (0 to 100),74.3496,69.6588,77.7688
99,Uruguay,1990,UHC effective coverage index,Index value (0 to 100),53.3815,51.5534,55.1956
99,Uruguay,2010,UHC effective coverage index,Index value (0 to 100),64.2099,62.4668,65.9353
99,Uruguay,2019,UHC effective coverage index,Index value (0 to 100),68.5299,62.7764,73.0544
101,Canada,1990,UHC effective coverage index,Index value (0 to 100),79.7969,78.3732,81.1875
101,Canada,2010,UHC effective coverage index,Index value (0 to 100),88.0735,86.8575,89.2458
101,Canada,2019,UHC effective coverage index,Index value (0 to 100),90.3017,88.3563,91.6693
102,United States of America,1990,UHC effective coverage index,Index value (0 to 100),73.4118,72.2852,74.4504
102,United States of America,2010,UHC effective coverage index,Index value (0 to 100),81.2241,80.0402,82.4155
102,United States of America,2019,UHC effective coverage index,Index value (0 to 100),82.1377,80.3797,83.6246
105,Antigua and Barbuda,1990,UHC effective coverage index,Index value (0 to 100),47.0852,45.4006,48.9116
105,Antigua and Barbuda,2010,UHC effective coverage index,Index value (0 to 100),59.8923,58.1003,61.6284
105,Antigua and Barbuda,2019,UHC effective coverage index,Index value (0 to 100),59.6303,56.4853,62.7143
106,Bahamas,1990,UHC effective coverage index,Index value (0 to 100),45.5175,43.2671,47.883
106,Bahamas,2010,UHC effective coverage index,Index value (0 to 100),59.7686,57.7264,61.7731
106,Bahamas,2019,UHC effective coverage index,Index value (0 to 100),60.5651,56.9421,64.3165
107,Barbados,1990,UHC effective coverage index,Index value (0 to 100),46.5704,44.7724,48.3778
107,Barbados,2010,UHC effective coverage index,Index value (0 to 100),60.8081,59.2198,62.5017
107,Barbados,2019,UHC effective coverage index,Index value (0 to 100),61.2069,57.5217,64.9678
108,Belize,1990,UHC effective coverage index,Index value (0 to 100),39.4355,36.4703,42.1828
108,Belize,2010,UHC effective coverage index,Index value (0 to 100),52.1454,49.877,54.3701
108,Belize,2019,UHC effective coverage index,Index value (0 to 100),54.2797,51.2441,57.1947
109,Cuba,1990,UHC effective coverage index,Index value (0 to 100),59.3618,57.8424,60.7957
109,Cuba,2010,UHC effective coverage index,Index value (0 to 100),70.9296,69.4387,72.3763
109,Cuba,2019,UHC effective coverage index,Index value (0 to 100),72.5922,69.0226,76.4099
110,Dominica,1990,UHC effective coverage index,Index value (0 to 100),43.9629,41.6543,46.4214
110,Dominica,2010,UHC effective coverage index,Index value (0 to 100),50.8215,48.0213,53.388
110,Dominica,2019,UHC effective coverage index,Index value (0 to 100),51.8089,47.1935,56.0309
111,Dominican Republic,1990,UHC effective coverage index,Index value (0 to 100),37.6268,34.165,40.9269
111,Dominican Republic,2010,UHC effective coverage index,Index value (0 to 100),48.4276,44.7595,52.093
111,Dominican Republic,2019,UHC effective coverage index,Index value (0 to 100),52.4998,46.64,58.0338
112,Grenada,1990,UHC effective coverage index,Index value (0 to 100),33.8994,31.6486,36.0292
112,Grenada,2010,UHC effective coverage index,Index value (0 to 100),48.3499,46.5007,50.162
112,Grenada,2019,UHC effective coverage index,Index value (0 to 100),50.4838,48.3362,52.8099
113,Guyana,1990,UHC effective coverage index,Index value (0 to 100),23.2124,20.093,26.4749
113,Guyana,2010,UHC effective coverage index,Index value (0 to 100),33.152,30.2561,35.9823
113,Guyana,2019,UHC effective coverage index,Index value (0 to 100),40.6219,34.9163,46.2941
114,Haiti,1990,UHC effective coverage index,Index value (0 to 100),11.8838,9.0328,15.2514
114,Haiti,2010,UHC effective coverage index,Index value (0 to 100),25.0319,20.996,29.0029
114,Haiti,2019,UHC effective coverage index,Index value (0 to 100),35.8119,30.5219,41.2325
115,Jamaica,1990,UHC effective coverage index,Index value (0 to 100),44.7025,42.7958,46.506
115,Jamaica,2010,UHC effective coverage index,Index value (0 to 100),57.6348,55.9145,59.2599
115,Jamaica,2019,UHC effective coverage index,Index value (0 to 100),56.8395,51.9169,61.4928
116,Saint Lucia,1990,UHC effective coverage index,Index value (0 to 100),39.9299,37.7379,42.2396
116,Saint Lucia,2010,UHC effective coverage index,Index value (0 to 100),58.0701,56.3174,59.8282
116,Saint Lucia,2019,UHC effective coverage index,Index value (0 to 100),59.1403,55.4121,62.5851
117,Saint Vincent and the Grenadines,1990,UHC effective coverage index,Index value (0 to 100),37.8596,35.754,39.8142
117,Saint Vincent and the Grenadines,2010,UHC effective coverage index,Index value (0 to 100),49.722,47.5536,51.8786
117,Saint Vincent and the Grenadines,2019,UHC effective coverage index,Index value (0 to 100),49.4939,46.3584,52.6156
118,Suriname,1990,UHC effective coverage index,Index value (0 to 100),36.3978,33.7501,39.4372
118,Suriname,2010,UHC effective coverage index,Index value (0 to 100),48.8245,47.0095,50.5946
118,Suriname,2019,UHC effective coverage index,Index value (0 to 100),50.1342,46.0021,53.9817
119,Trinidad and Tobago,1990,UHC effective coverage index,Index value (0 to 100),37.4922,35.3789,39.6698
119,Trinidad and Tobago,2010,UHC effective coverage index,Index value (0 to 100),51.8448,50.0785,53.5626
119,Trinidad and Tobago,2019,UHC effective coverage index,Index value (0 to 100),55.5174,49.2524,61.3927
121,Bolivia (Plurinational State of),1990,UHC effective coverage index,Index value (0 to 100),28.9868,23.771,34.2834
121,Bolivia (Plurinational State of),2010,UHC effective coverage index,Index value (0 to 100),44.9473,40.9279,49.4246
121,Bolivia (Plurinational State of),2019,UHC effective coverage index,Index value (0 to 100),52.3988,47.2187,58.0475
